2.190427204000000485e-03,-3.014060823433799993e-05,1.408785182338240065e-04,1.068369232369740043e-04,2.593123154777260690e-04,1.450949312875160068e-04,3.153147793307400481e-04,3.270652297012800508e-04,1.560729203579000186e-04,2.271586330826540180e-04,2.483084075065440611e-04,7.722537777478999984e-05,5.162677128439599353e-05,2.299660135174500311e-04,8.679623078372400013e-05,1.982474622337299986e-04,2.437920007467560095e-04,4.267890916082640071e-04,1.390378390060800014e-04,2.444873834586959948e-04,1.196990288925200296e-04,1.651851392739240297e-04,2.864152615713900238e-04,2.501317316166480230e-04,1.727351388808920352e-04,2.924713226643600055e-04,3.391772426045500783e-04,1.552304299271740104e-04,1.207027324160000140e-06,2.080433548437300153e-04,2.143719407533619954e-04,1.886886364963600465e-04,3.125154911489519925e-04,2.331617350917119874e-04,5.213586149025800442e-05,3.281306027224960352e-04,4.838442317083199685e-05,2.310793206322440366e-04,3.244481019705940453e-04,9.495297662011001338e-05,2.026003304965920263e-04,3.115993628258419850e-04,2.044871275727000123e-04,7.677123161926399804e-05,2.334288867111600251e-04,2.076011072542680144e-04,2.158314019188320248e-04,2.333679398363040270e-04,1.692378486664319762e-04,1.449239646111600264e-04,1.459814992334160244e-04,1.968617975726220395e-04,3.142712615798700423e-04,2.668207044093360062e-04,3.025453443965119981e-04,1.590917551772219835e-04,2.486123331422639897e-04,1.152746917291620088e-04,2.558022845888160155e-04,3.859551313842000150e-04,2.794402610867840228e-04,3.219600452167260211e-04,3.682079400516300241e-04,7.562563341776800665e-05,3.676492439847500499e-04,3.088406928361999825e-04,2.625816243046080224e-04,6.507057211804799025e-05,1.782213729405200187e-04,2.730319350528000221e-04,1.013538969864260164e-04,5.009875042606980232e-04,1.470233963714319924e-04,2.658541753400400602e-04,3.076789588027680606e-04,2.690886153196639916e-04,2.584410971369639873e-04,1.266773645812500166e-04,1.580070357068700171e-04,1.087837936754099989e-04,1.363406170471100076e-04,2.973140766812160302e-04,3.172629316759560149e-04,2.119127052795200070e-04,1.870743582930600073e-04
-3.014060823433799993e-05,1.713214880999999745e-03,-1.947737859857999706e-06,6.174297042857998866e-05,1.560117527764110109e-04,1.373700699331379695e-04,1.949874078755609984e-04,1.559114692543169683e-04,2.510185444357499428e-04,7.755014105174699802e-05,2.423593047672719812e-04,2.054152887406199800e-04,6.871580487040499310e-05,1.972111891853250184e-04,1.504063540847069586e-04,8.330974435601999929e-06,2.012463557220689654e-04,2.298740771693519921e-04,5.833582473347999873e-06,1.755317087652239578e-04,1.497515968921770118e-04,1.586905600015890325e-04,1.028616282032849947e-04,1.692092321079299887e-04,1.982541442886549745e-04,2.465772013106639878e-04,1.595809235824020042e-04,1.011171101368049777e-04,2.636001513910799670e-05,1.526799653985059753e-04,1.879641103129649985e-04,2.164252701129749988e-04,1.789783770705840325e-04,8.569633426691398092e-05,5.391834832124999791e-05,2.418986340300599674e-05,2.924745278918399469e-05,1.393004433992849783e-04,-5.220432921311999837e-06,1.741365785867399890e-04,2.360121556799160236e-04,8.868335112982799037e-05,1.244797899264360149e-04,1.706757671422439772e-04,-1.730740409874000009e-05,1.336607308649339937e-04,1.800912353228730119e-04,1.783003338809280021e-04,-2.287522986184799747e-05,1.274150477577599852e-04,-7.941052092959999976e-07,7.475793399326699366e-05,2.252531221458209843e-04,8.999794013426999292e-05,1.188322748988479783e-04,1.236748426344269646e-04,8.580466734512399280e-05,3.268741813666560156e-04,-2.825647906989600224e-05,1.670549866019999975e-04,1.039175015618879844e-04,-5.691847996390499121e-05,9.058704892429498624e-05,3.178470925135800160e-05,-1.221469622887499986e-05,-4.872413502557999419e-05,1.138846007204639824e-04,4.955633833247999060e-05,2.288720489901299867e-04,1.229501045606399927e-04,4.181749174644300011e-05,1.853410425262829776e-04,1.463475102817139782e-04,1.715407200017280255e-04,1.379329690727519825e-04,1.323901309735619905e-04,1.901203780175910005e-04,1.742115629362499859e-04,2.008318863640949430e-04,1.667471720827499808e-05,5.592026873852998475e-05,2.032271503799039749e-04,5.463215155509299392e-05,1.525895032984559839e-04,6.802399255068900018e-05
1.408785182338240065e-04,-1.947737859857999706e-06,1.509944163999999821e-03,7.874155863811799357e-05,2.366261310852159859e-04,1.881830610213679959e-04,2.880194504232279937e-04,1.141409136741619785e-04,1.639529337861999800e-04,1.695638378825559697e-04,2.497629581189160183e-04,-5.910828073322999470e-05,5.195286023826798874e-05,2.651046287957999894e-04,2.420851016450279900e-04,2.897818487182319473e-04,2.455349534710219144e-04,2.405365511642939896e-04,7.606475369282399439e-05,1.325673445945839532e-04,3.088742878451159585e-04,1.622544500621880066e-04,2.944527697898399504e-04,2.651438088509039718e-04,3.602627686626839868e-04,1.199080279019679857e-04,2.408971946714900090e-04,2.710913282604339686e-04,1.581409824002179786e-04,1.765372190614620249e-04,1.883463762604019743e-04,1.570976602159800074e-04,1.515024657872959953e-04,3.158399336008199665e-04,2.787347228952940180e-04,8.016457469719999874e-05,3.528003295165439441e-04,2.890617624937559765e-04,2.983900718721760109e-04,2.207420138417199879e-04,1.992361062777360027e-04,1.886882429214119966e-04,1.681986054958000017e-04,1.901431995959079833e-04,1.685060606777499771e-04,2.605929837129839833e-04,1.444344040604660009e-04,2.259611131126559880e-04,7.039658938025997597e-06,2.449370125122959712e-04,1.892517632694480059e-04,3.702789608923699933e-04,2.467053158244119824e-04,2.713886696375759780e-04,2.674443297497119476e-04,3.021617278572059939e-04,7.154457710295998856e-05,2.931507793809539773e-04,1.432213844827000075e-04,3.558193214681999359e-04,1.292817696654079834e-04,4.848220671456599776e-05,7.255279034589599417e-05,2.378486583218479664e-04,2.884106284302500158e-04,3.658468549103400234e-04,7.626797994479999536e-05,1.447833853881279852e-04,1.936798423580799768e-04,1.049537544652799875e-04,1.735589339734460075e-04,2.770518628073419579e-04,1.400449804827960036e-04,1.792632986708160060e-04,1.280027138309919820e-04,2.269312675092199753e-04,4.536722452552499900e-04,3.929349666347498938e-04,1.594124200071599898e-04,1.310256343264479761e-04,2.912477858086519387e-04,4.473208564661758867e-04,2.774206233621579636e-04,3.238466275317439919e-04,1.603632688944479771e-04
1.068369232369740043e-04,6.174297042857998866e-05,7.874155863811799357e-05,4.497368490000000279e-04,1.468688555932230104e-04,1.026187006641719990e-04,1.508561371806959954e-04,1.905062114173350092e-04,1.875568053722999828e-04,1.087435324007369938e-04,1.880450515884600049e-04,-4.571451942243000423e-05,4.741771051201799865e-05,1.544379039855750069e-04,1.496299786182570142e-04,1.227559887067799940e-04,1.303022241778500033e-04,1.058483260187100011e-04,3.950276318305200165e-05,6.894038158462799100e-05,1.458797852467889965e-04,1.408019591751300242e-04,1.427554162136250322e-04,2.026124308485000155e-04,2.673782058730860218e-04,2.290870548834119942e-04,2.463144091095660214e-04,1.621843369933860003e-04,8.289240330604199689e-05,1.201794272761800024e-04,1.289308424121810015e-04,1.891148949020100183e-04,1.975366276913640285e-04,1.511683015486139871e-04,9.941823576170699390e-05,1.813829735686080073e-04,1.360334821361039936e-04,2.053726519186170152e-04,1.902444308520870027e-04,1.369331467607249903e-04,1.687313859124680323e-04,1.899941884005360005e-04,2.034645246305519890e-04,6.248681693880600238e-05,1.737483382237349798e-04,1.635689430413219834e-04,1.579051024965870235e-04,1.478207348208240119e-04,2.551197922220999903e-06,1.362721853287799907e-04,1.311502800198600179e-04,1.524550805538300077e-04,2.403821535380820185e-04,1.201016489071199942e-04,1.317705461731199894e-04,9.573357339869400422e-05,1.391742578375760166e-04,4.361334468612299784e-05,9.727264934720699936e-05,1.787673330660000234e-04,1.962485817799680275e-04,1.839016997989829894e-04,2.118078778960170040e-04,1.122829529407740133e-04,2.616717759888749864e-04,1.244773360845899889e-04,2.153477094701280016e-04,8.381858140982400185e-05,1.087162866862799882e-04,1.842280117171200165e-04,9.009464327478299104e-05,1.927602657200819963e-04,8.089289108926800409e-05,1.726961754405690155e-04,2.055947363941920138e-04,2.487051023824619900e-04,1.836814054698989948e-04,8.038564246799998077e-05,1.437092941373549915e-04,2.051127522021989628e-04,2.021390901843600040e-04,1.405580687078400004e-04,1.781480977001819995e-04,1.800510932123520092e-04,1.020157228602450010e-04
2.593123154777260690e-04,1.560117527764110109e-04,2.366261310852159859e-04,1.468688555932230104e-04,8.928741610000001053e-04,3.010160189693720590e-04,2.725128522880950073e-04,2.374841704246309962e-04,3.555454565994500067e-04,2.146057594076890317e-04,4.444212906699721065e-04,1.983090622935650019e-04,2.043525464468620278e-04,3.129067793369750563e-04,3.545814133667000534e-04,3.584640492698719979e-04,3.631955960163639973e-04,2.489044105819259757e-04,1.561377414411180416e-04,1.687187386554839935e-04,3.373031284803190005e-04,3.749527226056480179e-04,2.750808288644100252e-04,4.936842009743340563e-04,4.781044966025880735e-04,3.478418048534479869e-04,2.979157191311630347e-04,5.842393949946940316e-04,1.885101701266349977e-04,3.991486334671880414e-04,4.240917425787659768e-04,3.275016957112450227e-04,2.103308788147840200e-04,2.030379501987959897e-04,1.660825999324490288e-04,2.260494646959500449e-04,3.931703330719360577e-04,3.753088067135880532e-04,3.503212619553630093e-04,3.634750942547550277e-04,4.585667871825600621e-04,3.395724487047359721e-04,2.596192889071640298e-04,2.177698656392479805e-04,2.483007784948449955e-04,5.010002638190939927e-04,4.018459987177950546e-04,3.974870740473840803e-04,9.500153791687000358e-05,3.546687318639480660e-04,2.287740818667720170e-04,3.496929589792040151e-04,4.073780894269570115e-04,3.446336985804599774e-04,4.581456692295519549e-04,3.087778701183600013e-04,1.812920204163639916e-04,3.641003343686520293e-04,1.509988199995910218e-04,5.165893526177000369e-04,3.292990367556480240e-04,1.680698952707579928e-04,2.851269790452569961e-04,2.737088851804300423e-04,3.862253378338751015e-04,3.535559643801400071e-04,1.620089033315840117e-04,1.564838222866879989e-04,4.154498813978500229e-04,3.192387743462400240e-04,2.147931978110380184e-04,3.774756151176160228e-04,2.336660707582339841e-04,4.133445859307790528e-04,3.229375537711759708e-04,4.922055410040979736e-04,4.155584362919170446e-04,1.900859458568749673e-04,3.791407091609099865e-04,3.844502433732580092e-04,4.473471324411129927e-04,2.578864052136960162e-04,1.780754069629140025e-04,5.841631989825519632e-04,1.925081705647260061e-04
1.450949312875160068e-04,1.373700699331379695e-04,1.881830610213679959e-04,1.026187006641719990e-04,3.010160189693720590e-04,1.546534275999999998e-03,3.352642418774459633e-04,1.249458717196900070e-04,2.237144001910999780e-04,2.647040688850740148e-04,2.937185287907640471e-04,-1.519696915842000179e-05,2.716787968175819377e-04,2.585140503442000530e-04,2.076023275969999919e-04,2.447960869388580009e-04,1.945001042332600012e-04,2.311203657530460102e-04,9.015564796946399389e-05,2.732770224070879507e-04,2.662903858932380184e-04,1.260822665292960193e-04,2.705773855917299677e-04,2.202435207795479970e-04,3.627747358178579854e-04,5.143123548816399757e-04,2.692257924213340065e-04,2.252071834150179831e-04,5.344943015641600323e-05,2.328940978142379748e-04,1.495733396729879918e-04,1.640928928015299854e-04,1.660658914743920174e-04,2.389936765439159758e-04,1.865981372547319988e-04,1.900880288996360345e-04,2.258062268167999875e-04,2.327052778398599876e-05,2.963750916416919910e-04,1.730853206812099805e-04,1.799133585044880015e-04,3.386174172339140179e-04,1.586475731046080285e-04,1.746415408330319883e-04,2.102645752965100201e-04,1.704914937722360076e-04,1.421552788491779978e-04,2.044581416944640231e-04,1.394688756260799853e-04,3.702534101987280330e-04,3.335745492816239301e-04,2.876589280468400491e-04,2.390031350761320306e-04,1.064830873576120060e-04,3.439538162591999123e-04,2.323318862002319402e-04,2.178350905953040084e-04,3.568699961428140706e-04,5.985774622216200405e-05,3.882915728229999978e-04,1.286208740320000129e-04,3.896074219627800234e-04,1.371895625313359832e-04,6.803854298004960140e-04,2.670807101724999603e-04,3.076229225654199631e-04,1.257334099878079962e-04,3.882062063017599935e-05,1.193241710588199931e-04,1.395751093094399898e-04,1.842281056454299977e-04,3.187816018404079368e-04,1.370416561869039853e-04,1.766289384061859994e-04,1.935792817747040311e-04,3.355171205237880185e-04,2.114176133412280247e-04,2.286638437247499672e-04,2.347535782521299969e-04,1.215605107457160060e-04,1.920070334070840177e-04,1.816220607774719938e-04,2.704650843391559999e-04,1.809562829233599720e-04,2.398641149245320009e-04
3.153147793307400481e-04,1.949874078755609984e-04,2.880194504232279937e-04,1.508561371806959954e-04,2.725128522880950073e-04,3.352642418774459633e-04,1.637901841000000093e-03,1.525147872892660035e-04,2.517579841003500063e-04,2.489474187245369909e-04,3.327683038429859780e-04,1.852297165854999950e-05,1.757721101518909827e-04,2.316857886324500087e-04,2.174480666712629885e-04,2.053339870206820177e-04,2.727860072150240021e-04,2.865893069868509957e-04,1.441683686986440093e-04,3.571719005582800065e-04,3.800178153489920619e-04,1.741219835596890522e-04,3.140638332667499842e-04,3.176824947956819779e-04,4.477519845429480121e-04,5.053109638941400946e-04,3.373923051996210532e-04,2.963882362833039803e-04,1.430720761667360059e-04,2.727125625487160387e-04,3.223319344826640212e-04,2.581784494383050068e-04,2.766546958299280577e-04,2.155656427311240201e-04,2.638294381558329974e-04,2.512909163026080502e-04,2.894760996530480117e-04,2.597264740919250059e-04,4.325286696881460325e-04,3.017417990890800179e-04,3.001497963804840080e-04,3.157630525579660551e-04,2.099178907627630055e-04,2.339235087361899780e-04,1.794443753989099946e-04,2.655042491036519966e-04,2.820768094272790285e-04,2.377821685563520301e-04,3.911489696305099878e-05,4.355200296648320101e-04,1.525064798070959978e-04,3.609630237091850124e-04,3.111106261111840250e-04,2.284723708350659872e-04,6.104262816716798359e-05,2.614605761474609919e-04,2.294693587839119985e-04,3.755887101870569993e-04,2.691133194102940276e-04,2.752668534517000213e-04,2.285884990509439894e-04,1.328330508086070032e-04,1.833556375632060145e-04,5.182761135863639705e-04,2.734616819323750056e-04,3.274773241774800079e-04,1.629921018078239856e-04,1.880037438116799822e-04,3.286393752852599898e-04,2.091183322099199999e-04,1.670890904499950269e-04,3.399707139046929971e-04,4.018448377477600351e-05,3.782014137747030788e-04,2.196322978326720047e-04,2.373456851789619603e-04,3.550321516395650253e-04,2.819393345396249912e-04,2.812052496872850370e-04,3.458667917200699410e-04,2.893783223241130041e-04,2.434242300188159847e-04,3.039919834918709341e-04,2.747768721878880065e-04,2.550448104234390298e-04
3.270652297012800508e-04,1.559114692543169683e-04,1.141409136741619785e-04,1.905062114173350092e-04,2.374841704246309962e-04,1.249458717196900070e-04,1.525147872892660035e-04,8.294976009999999872e-04,3.009320525067999720e-04,1.410037321193279762e-04,2.897945985518760427e-04,4.943100279066999972e-05,4.141256384471799537e-05,1.976185950385250085e-04,2.710924371810200222e-04,1.391645087556230226e-04,2.748099834836069898e-04,1.797224778943439958e-04,1.148205243621360026e-04,1.350126850768840030e-04,1.539772152342510150e-04,2.983630954700000181e-04,9.729050637729001923e-05,3.636529902927239702e-04,1.913604239628630100e-04,2.424351966812959976e-04,4.031766256911260707e-04,1.790097125320059927e-04,9.224516352745699228e-05,2.818405326922230128e-04,2.394038729986560157e-04,2.188542078325900208e-04,2.911841441551119968e-04,1.442173783435919752e-04,1.547682524406670092e-04,1.405061509804050033e-04,2.425174279140479821e-04,1.649673192986370312e-04,3.284552897479780641e-04,3.232331906969900187e-04,3.474162211339920539e-04,2.282247935344520042e-04,2.877546543949410503e-04,2.089708700938560141e-04,1.682568297761850016e-04,3.316324073759319775e-04,2.993310062704469549e-04,1.080159127775040003e-04,6.856028304912799396e-05,2.472160634906519984e-04,1.179240565295279979e-04,2.663751325370069872e-04,5.336817530066220510e-04,3.106475026499060143e-04,1.569121582424559951e-04,1.521231078593579945e-04,2.925058609840639704e-04,8.043868869544800555e-05,1.507290216056660136e-04,2.758480980463999706e-04,4.994427288840959898e-04,-3.371240371293000158e-06,7.132189827825630678e-04,9.668404723401201480e-05,1.454351892576249993e-04,2.018626604287899974e-04,4.092541922624160118e-04,1.169815368922879896e-04,3.737021769194999996e-04,5.094415992422400476e-04,1.686712274924950144e-04,2.101242558205809827e-04,1.578434226793039785e-04,3.359838781754220143e-04,5.221891264445440144e-04,3.270417153552380193e-04,4.260097682634489858e-04,1.031311500183750002e-04,2.422643370240749991e-04,-1.663351474214199869e-05,1.855790095782779831e-04,1.232747904084480152e-04,2.915546553108359982e-04,3.328893722990319934e-04,9.003093003261899584e-05
1.560729203579000186e-04,2.510185444357499428e-04,1.639529337861999800e-04,1.875568053722999828e-04,3.555454565994500067e-04,2.237144001910999780e-04,2.517579841003500063e-04,3.009320525067999720e-04,5.784024999999999497e-04,1.497531098186499700e-04,4.589038268100000570e-04,1.073231740619999910e-04,1.219640542262999774e-04,2.597358609949999928e-04,3.464041120611499906e-04,2.203720196950999992e-04,3.384403541759499804e-04,2.139781955453999985e-04,1.401864000732000080e-04,2.071086102071999647e-04,3.550938699178000230e-04,3.778919747531499858e-04,2.519205291037499494e-04,4.832651373692999921e-04,4.673943429947999251e-04,4.050192852159999668e-04,3.535627873459500211e-04,3.506702234756499609e-04,1.582377679765999937e-04,3.548494615763499670e-04,3.656892728384999905e-04,3.595386245879999849e-04,2.178032228891999911e-04,1.829197167914999630e-04,1.717480948943499966e-04,2.199113765530499875e-04,3.275081721547999734e-04,3.175889679806999854e-04,2.369366689553499994e-04,3.269873943927500038e-04,4.452927287327999796e-04,2.209929954329500044e-04,2.459486155229999847e-04,2.301861604100499702e-04,2.272917965175000039e-04,4.391108033129999299e-04,3.824142887012500010e-04,2.960306523096000223e-04,7.192195597599999890e-05,2.366043331885999605e-04,1.357287043865999907e-04,2.775325623901999869e-04,4.858303814610999871e-04,3.322837650703999398e-04,2.849655509167999521e-04,2.309712434873999827e-04,1.975973562263999800e-04,3.022630146197999345e-04,1.602544118233499993e-04,3.287890819849999648e-04,3.543854734160000082e-04,2.315609703868499883e-04,3.705466398425999908e-04,2.176300685649999928e-04,3.182361566312499695e-04,2.932339496709999906e-04,2.618159328927999966e-04,1.524031861247999910e-04,4.265461845644999460e-04,3.368148551040000367e-04,1.798764366217000144e-04,3.043508701317500166e-04,2.799984764706999699e-04,4.176085968210000408e-04,3.664157540264000013e-04,4.327310965613999361e-04,4.390952345695499511e-04,1.025860355812499791e-04,3.574576522822499585e-04,1.861057140864999678e-04,3.921627846525999918e-04,1.909057000031999659e-04,2.275457037671999841e-04,4.574528279723999620e-04,1.417634017429499874e-04
2.271586330826540180e-04,7.755014105174699802e-05,1.695638378825559697e-04,1.087435324007369938e-04,2.146057594076890317e-04,2.647040688850740148e-04,2.489474187245369909e-04,1.410037321193279762e-04,1.497531098186499700e-04,1.098060769000000058e-03,2.320861479282060075e-04,-1.042808421835049931e-04,5.328468814325800011e-05,2.025407890554750342e-04,1.345780509890050084e-04,2.903758352966640281e-04,2.412278124018749656e-04,2.123432408320080188e-04,1.163545895660460119e-04,1.694791342760879917e-04,1.930190034936800120e-04,1.457750169119530182e-04,1.527126556458750187e-04,2.061858133595520243e-04,2.229214611592800091e-04,3.349291332994880160e-04,2.604347959900050091e-04,2.503402214111760064e-04,1.434175553636670136e-04,1.739976069214760020e-04,2.197136666136359972e-04,-4.393493815496500539e-05,6.268575372524401597e-05,2.156433434617020133e-04,7.692941452621098603e-05,1.069057241266559974e-04,2.927533532792959883e-04,1.546642644633839942e-04,2.689208688767250380e-04,1.721716744511399993e-04,1.843272085557240132e-04,1.252901906442419988e-04,2.599180120486299845e-04,1.587313311097799837e-04,2.056243346964950014e-04,2.801476297012639644e-04,1.299181384604479938e-04,1.019656140399520132e-04,2.281413419001599745e-05,2.708923512123399802e-04,2.305693342937400092e-04,3.470913309565389765e-04,2.483790685080639830e-04,2.376171047087240033e-04,2.568682819870959943e-04,8.837579515919698431e-05,1.773462172811679852e-04,1.496311153566840077e-04,1.316711817914740254e-04,1.109210441663999929e-04,1.170389476809279944e-04,2.235892185649979993e-04,1.423814990910389955e-04,3.448123505157239810e-04,2.426968253173750244e-04,1.141634890125599897e-04,1.613559632330880073e-04,1.787499080238559677e-04,1.266361262468899886e-04,1.639410500582400183e-04,2.484593709907399807e-05,4.721630055195299817e-05,1.971716594322799808e-05,2.585118169440300080e-04,1.587164095186800240e-04,3.295822448661859519e-04,1.246276658359200210e-04,2.304571193226249883e-04,1.500814259127299858e-04,2.116997764923600012e-04,1.979370893384299634e-04,1.881992109379199954e-04,2.181161872487000220e-04,2.352031035518320034e-04,1.117667796701040051e-04
