1.171350624999999927e-03,1.768987275189000082e-04,3.481964461033500049e-04,3.921272339037499741e-04,5.336897248539748629e-04,6.350982212336999354e-04,3.790777196981250053e-04,5.343699057616499611e-04,2.584302738261000094e-04,4.583999090173999946e-04,2.498649858250000071e-04,2.612270122769999982e-04,4.623216644936499584e-04,3.010309063170000013e-04,3.049568962129249974e-04,3.710007962648999551e-04,3.561964416275999711e-04,3.408532114903999651e-04,6.956274542913749035e-04,3.170078945718750275e-04,3.942105209480000513e-04,3.095633476272999425e-04,3.810280402216249655e-04,3.431515067954249432e-04,2.115282540133999660e-04,3.748370066616749986e-04,5.201101017452999624e-04,3.762627784413999734e-04,5.748749979738000193e-04,2.161779841381500291e-04,3.344141867976000121e-04,3.368646466237499660e-04,3.547877734835999945e-04,3.585316114609999293e-04,4.386206415441250327e-04,3.297216923299999664e-04,2.130771167927999522e-04,4.887609810594500167e-04,2.844491058066499407e-04,2.512231185318749790e-04,3.086612001741000110e-04,2.996907790061499773e-04,4.202473447372499804e-04,6.637423497758748649e-04,2.919934628106999686e-04,1.621467798443999961e-04,3.897470248601999114e-04,3.620987083896999689e-04,3.031183900991999661e-04,3.669759991019999872e-04,3.885040850497499770e-04,4.414844735213750140e-04,2.926237554760000026e-04,3.029988772205999400e-04,2.435368575590249926e-04,2.101023518021999902e-04,4.346155820756249623e-04,3.702803785648499987e-04,3.275985466796249796e-04,3.372120607313249538e-04,3.372164637091250175e-04,3.093126583323500150e-04,2.575767702969499525e-04,2.777448809665000154e-04,3.910856187541499680e-04,3.554708238494999964e-04,1.684947314014999828e-04,5.148470692720000545e-04,4.019277642389999404e-04,5.427586129554998976e-04,2.856162235520999927e-04,2.502444678334999652e-04,3.327103763542999426e-04,3.252119085040499854e-04,2.831698170269249552e-04,2.399751716712749793e-04,2.989316716548500114e-04,3.102681951427500406e-04,3.697245069983999544e-04,5.581297502261499573e-04,3.838820778594999837e-04,1.468231210338749799e-04,3.133921230535249543e-04,3.704737367408999647e-04,2.715627874557000250e-04,3.275780199962999989e-04,2.421155034053999885e-04,3.953467216081500029e-04,2.343238030108500203e-04
1.768987275189000082e-04,9.287865759999999965e-04,1.196519855494640027e-04,2.291678121874599560e-04,3.005820960244439603e-04,3.336853529601760209e-04,1.372833207167399833e-04,2.038307514365079933e-04,1.094306314371359912e-04,2.608867167544960284e-04,1.901311466062400462e-04,2.524816880824439793e-04,1.610435061422720113e-04,1.175779035792240055e-04,1.551356132839759963e-04,2.234599544065560002e-04,2.414226310457920170e-04,1.678358707297280335e-04,3.596927863288919714e-04,6.534510930479999846e-05,1.950873636449279829e-04,3.059254382016799887e-04,7.261839617409200122e-05,1.358883086051440136e-04,7.468963881731599693e-05,1.768870696260480121e-04,2.169946547463600241e-04,1.493990634766839893e-04,3.393092685609600239e-04,8.620988477342401448e-05,1.350653258631039923e-04,1.352174972853599749e-04,4.792723051007999963e-06,1.622163767698800180e-04,7.444461583062399776e-05,1.944549334033559554e-04,8.416564117212160193e-04,2.782539213059319967e-04,1.609266654858639901e-04,2.175426083501999801e-04,7.098745831418399785e-05,3.075092320971919697e-04,7.572076706224800224e-05,3.294447373003799549e-04,7.138330382489600507e-05,1.196662022987039954e-04,1.250512527104999795e-04,2.227386125073520153e-04,2.857759546891199074e-04,1.581356479888799775e-04,1.737880039515200164e-04,1.170087021386599868e-04,1.402829641402799927e-04,2.222948896882559792e-04,2.737449996049639883e-04,1.463905405048320126e-04,1.735275964362199732e-04,1.522938462679880188e-04,1.769213468060999738e-04,1.237309279797239978e-04,2.170400057162480000e-04,1.106943054591239857e-04,8.801121940453599727e-05,1.025646319575200082e-04,1.157576737671599942e-04,1.760369866190999966e-04,1.259624345508160101e-04,2.351969943143599764e-04,1.878722506139520148e-04,3.186981588288200135e-04,9.049064908895601469e-05,4.083466994743199872e-05,1.853566731935520290e-04,1.996210713852680362e-04,7.174872249339599368e-05,1.571686228099679968e-04,1.806020095465760166e-04,1.468079974614240233e-04,1.984749041640959677e-04,2.853227253694400403e-04,1.629010405288000064e-04,1.049320577705400108e-04,2.091604954358759825e-04,2.235100760590080023e-04,1.577018901513120358e-04,1.914015480528480102e-04,4.815981322404799521e-05,1.154526926333039881e-04,1.010868634564879916e-04
3.481964461033500049e-04,1.196519855494640027e-04,1.300395721000000135e-03,1.292765174454120123e-04,3.299240011705859748e-04,3.536478895259800121e-04,2.975298365131649877e-04,2.323942592412630301e-04,1.770702323777400265e-04,2.923448263632400347e-04,3.151501392123700826e-04,2.576732099221230171e-04,2.484462684013700171e-04,2.382570229402890109e-04,1.475079616702739945e-04,3.474123701215439956e-04,1.702825765834460072e-04,1.804573978248320202e-04,3.257798767482239879e-04,1.717292831046000065e-04,2.275897052626880046e-04,1.285113496162240091e-04,1.911203594778769900e-04,2.109529440527850108e-04,1.030367959936999975e-04,4.319870630409100126e-05,3.209422866745119873e-04,2.120177900790659999e-04,2.946448855090559940e-04,1.535250257003700053e-04,2.449290598482000304e-04,3.290248119858000218e-04,6.911099125777440304e-04,2.103875152537780155e-04,1.543806918545480127e-04,1.073014791545909990e-04,1.185588598018240023e-04,1.618835292704530482e-04,2.262839541946999806e-04,2.691178758610650768e-04,2.368175210823860138e-04,2.756236421331999999e-05,3.188402434561140230e-04,3.022293663992790228e-04,2.551127657266440314e-04,2.109866760531000057e-04,2.624141761690800142e-04,1.676698574608420319e-04,3.323572479416799804e-05,1.974975519854400049e-04,2.678427717027200786e-04,2.160557125845850249e-04,1.680651472524200126e-04,1.309675947227999866e-04,2.913611444884650474e-04,8.443427059202400563e-05,2.643324504399400024e-04,1.171190330703720037e-04,1.157624194403850061e-04,1.058836731088499917e-04,1.526034039411310484e-04,1.959879437931929906e-04,1.006026355089880141e-04,1.127169430390200118e-04,1.954150414240580027e-04,1.421748315398250182e-04,7.145395958943199827e-05,2.398911403896760374e-04,2.760950675862000017e-04,2.239517526535100302e-04,1.969451517733060192e-04,2.313211426246320108e-04,1.689456773939759977e-04,2.274288132332450460e-04,3.218308742137859974e-04,1.988920730107490232e-04,1.768708252890640361e-04,2.734078417496659886e-04,1.094597169144479967e-04,1.782445359079440079e-04,1.911066010524250039e-04,1.675548323909460354e-04,1.601068294037630106e-04,1.948612417566360352e-04,1.447063913070360157e-04,1.902271147686360078e-04,1.811681637048709998e-04,2.679743053902329921e-04,2.074738242096450162e-04
3.921272339037499741e-04,2.291678121874599560e-04,1.292765174454120123e-04,2.000683440999999601e-03,5.092606552014749838e-04,5.451361012942320013e-04,3.883693822090649697e-04,7.741886257813329836e-04,5.279876709454919262e-04,3.040537296567119878e-04,2.943023671655200222e-04,4.155285556573409637e-04,6.083534373689370280e-04,4.082426713460280440e-04,3.841071787003129162e-04,2.633839342220129637e-04,2.482162438608560384e-04,3.852025868559359875e-04,4.740349927486559273e-04,1.953209299265249918e-04,4.183114020157440317e-04,3.365164542711959923e-04,3.991875352864089599e-04,2.241975645322319779e-04,2.115136183774129748e-04,5.077466156318159252e-04,4.480951567991620045e-04,5.721838380301330065e-04,5.734443829700159364e-04,2.810558112843780003e-04,4.939250873313119801e-04,3.125342076971099987e-04,2.556619351829759980e-04,3.743720200497639727e-04,4.960919938450659679e-04,4.050192552962299632e-04,2.819608395314879929e-04,4.563413433087930423e-04,2.321945034753659920e-04,3.102072669044999729e-04,2.248197629032899834e-04,4.057035389506159491e-04,4.069070155459980002e-04,5.372520866158259469e-04,4.465560312829560145e-04,1.091464492729319827e-04,5.398990756144528931e-04,4.133702243638219358e-04,6.554263886449759793e-04,3.664017740319599234e-04,3.531144981216300109e-04,5.634126293173099664e-04,3.355040834018099588e-04,4.806229464534959731e-04,3.086837922443100030e-04,3.933806575842720057e-04,5.693719858098100252e-04,3.860658449263959903e-04,3.339868839966749436e-04,3.649216133251259684e-04,3.133081599356279901e-04,2.161467309013339905e-04,3.427940244992359713e-04,4.976789065724599934e-04,2.760062766459179520e-04,1.298661443823149889e-04,1.631078549922479893e-04,4.704041546405959601e-04,2.104744833293999856e-04,4.572159474715799992e-04,7.939439105573929114e-04,4.587635218485959098e-04,3.319835567586719850e-04,2.879002200973170044e-04,2.900698447476719364e-04,9.880760612117300520e-05,2.623859999504799651e-04,3.346681534979379811e-04,2.751741438763139576e-04,4.664730050424979583e-04,3.110966775739699855e-04,7.015092468220980332e-04,3.297170834014599879e-04,4.664229710936399907e-04,3.798106424188439894e-04,3.321824801298299762e-04,5.346392321509879425e-04,4.960519534283039291e-04,6.273466044842149420e-04
5.336897248539748629e-04,3.005820960244439603e-04,3.299240011705859748e-04,5.092606552014749838e-04,1.372480208999999739e-03,7.991620354415879951e-04,2.920358748573449932e-04,5.640444377054548708e-04,2.592233730013859577e-04,4.668983029043759399e-04,3.082586718754199936e-04,1.905041442778919924e-04,4.770514249152599706e-04,3.429369011067029925e-04,3.422994487892549553e-04,2.719666454642549118e-04,2.491265100089969618e-04,4.078692333919679098e-04,8.731771175887649431e-04,1.955826003485249876e-04,3.961274279920319759e-04,4.250272815175260011e-04,3.199311906422639350e-04,2.539392031641869805e-04,2.293665153702779741e-04,4.022564814121649935e-04,5.344333090835999252e-04,2.902204272999510067e-04,7.710816131727118907e-04,3.294572354962379754e-04,3.801068833281719562e-04,3.119837332770899791e-04,3.205078076364479937e-04,3.318823004040059562e-04,3.030017239885859416e-04,2.933400574770119807e-04,3.261253005578880113e-04,6.438759690566969989e-04,4.056338700187079259e-04,3.338490812516999701e-04,2.639124954435119442e-04,4.016861702989919249e-04,3.882239701632539180e-04,6.385496886725849702e-04,2.781683701313999459e-04,2.573653686659639812e-04,3.286566265236749327e-04,3.869903276619239942e-04,3.193160438789519485e-04,3.271993996350599848e-04,3.742734710067000046e-04,3.842589082187999774e-04,2.701505850383399644e-04,2.901884316954479238e-04,2.068840990785600061e-04,2.773184986144799761e-04,4.647106272445499886e-04,4.510176242988119823e-04,3.007272305366099122e-04,2.875848671916089033e-04,2.927404816418940035e-04,2.653890599029049458e-04,2.103603102241799613e-04,4.031226508305599710e-04,2.658219127164059958e-04,2.965809788281799776e-04,2.059757765832959933e-04,6.019703207651218866e-04,3.411642098254319606e-04,6.371318310751649403e-04,4.964734680027929744e-04,2.899071825782999190e-04,3.681625671711960253e-04,2.551325174868210094e-04,2.138857949171159940e-04,2.866584519418139613e-04,2.284621686108660146e-04,2.949228479479619881e-04,4.693234780640159515e-04,5.527794729856109514e-04,3.463960234344449856e-04,2.244179141841780138e-04,3.028330958620410350e-04,4.388994295292159876e-04,2.291947892624519997e-04,2.928561268902479591e-04,2.109659008990770154e-04,4.297809358696229494e-04,3.204675087989759938e-04
6.350982212336999354e-04,3.336853529601760209e-04,3.536478895259800121e-04,5.451361012942320013e-04,7.991620354415879951e-04,1.414060815999999962e-03,3.379788254215799993e-04,6.024673437658120169e-04,3.025342206440399047e-04,5.181031964583999051e-04,4.051305322402799715e-04,2.117889041842559768e-04,5.277515096559160174e-04,3.737021766930480045e-04,3.393738801982759917e-04,3.038273139797279627e-04,4.215159009895959926e-04,5.373829209835519942e-04,8.375086699184519212e-04,2.548670843354999935e-04,4.525745848870400259e-04,3.311288724710959985e-04,4.191660557590519485e-04,3.298551799415040176e-04,2.129905218415239642e-04,4.397886162663000196e-04,6.801866339111200437e-04,2.956478844322079822e-04,7.587862101187199584e-04,2.089423153782719931e-04,5.012821923258240246e-04,3.435155171086799525e-04,3.241419777482879992e-04,4.503193017584239898e-04,4.084173548346639333e-04,3.989434605335759202e-04,3.742859593141759740e-04,8.265156551667960294e-04,3.806577182535679613e-04,4.285622530513799881e-04,3.995709081674239920e-04,3.872595658406719930e-04,4.004636870681999592e-04,9.320092430911360070e-04,3.275544393679039588e-04,1.877853381042239990e-04,3.324722352476280158e-04,4.512359561908799730e-04,4.449543411090399491e-04,4.068683367974399888e-04,4.431160639284399791e-04,4.701121287647399877e-04,3.304527117883600371e-04,4.431656564596798856e-04,2.654807132712560364e-04,3.398525089868159902e-04,6.331973461784599780e-04,5.139767187357040636e-04,3.605482648903800074e-04,3.847675049520119504e-04,4.905713022610399578e-04,3.039051166557279766e-04,3.148795567611679903e-04,2.876211717982400250e-04,3.739582531643279614e-04,4.400288167048199521e-04,2.431989378593599682e-04,7.342403141869600219e-04,4.331245870432319598e-04,6.740160916442798850e-04,3.344530783300000022e-04,2.644690672991919676e-04,4.029290022246720024e-04,3.347353235000880044e-04,2.394452386665359925e-04,3.000962207699399485e-04,1.976439159855439840e-04,3.402505089707360034e-04,5.894813999309759123e-04,7.403014410727040348e-04,4.260028591923999846e-04,2.878767711499680528e-04,3.897892279090319563e-04,6.388418938839839946e-04,2.023189910938559880e-04,3.394907610638879807e-04,2.977145765064800084e-04,4.378031591355239951e-04,4.302086415324599795e-04
3.790777196981250053e-04,1.372833207167399833e-04,2.975298365131649877e-04,3.883693822090649697e-04,2.920358748573449932e-04,3.379788254215799993e-04,8.320340249999999506e-04,4.748096778723899752e-04,3.436788146244300172e-04,2.799992053530000265e-04,3.687983673790500754e-04,2.837682055196550030e-04,3.046970053822499708e-04,2.957259228264449719e-04,2.840063154564149549e-04,3.487444319531699628e-04,3.042814079491200103e-04,3.416300634816000158e-04,3.958601097410549964e-04,2.087802297067499761e-04,3.296755961409599781e-04,2.294590643087400007e-04,3.109547325631499570e-04,1.862899116823799983e-04,2.422265512522949859e-04,2.881184492529449801e-04,3.460094935089299975e-04,2.599531943120549950e-04,3.625052409795600367e-04,1.677966107517000051e-04,4.105628823277800155e-04,3.120131072456999873e-04,2.670044153961599544e-04,2.973425816671199876e-04,3.583962458363249589e-04,3.524644756935449712e-04,1.666488297801599827e-04,3.498310588132799758e-04,1.971736274701799856e-04,3.760616638547999786e-04,3.058308708912000208e-04,2.723176563772499175e-04,4.303290823596899969e-04,3.481937187710400336e-04,2.073282506920799738e-04,1.868717091018599875e-04,2.351779207953299730e-04,2.327309617737600012e-04,3.239530634744999956e-04,2.444571036324000323e-04,4.091708450114999959e-04,2.394348099648749674e-04,2.490467507122499599e-04,2.651847816459599401e-04,2.571816063050099853e-04,1.445169238610399939e-04,3.702599759796749599e-04,3.911957722835550291e-04,2.535031990817999568e-04,2.965419155988899378e-04,1.880711836017300064e-04,1.545493557688649706e-04,3.876466193611200167e-04,2.829707526401999563e-04,1.430079453379799693e-04,1.912279414898250432e-04,1.950424875653399969e-04,3.073217191202699990e-04,2.053483843514399975e-04,2.925529148191499717e-04,1.708055025642899903e-04,3.200206147595099156e-04,2.748849011256600185e-04,2.719380619750950295e-04,2.475524164495499792e-04,1.346921681939100026e-04,2.175703369730099803e-04,2.883440977747200179e-04,1.945252331409599866e-04,3.222959749049250210e-04,3.027880600123500311e-04,3.270919495486499982e-04,2.096059387732199643e-04,3.731311623103199856e-04,3.587722640353800262e-04,2.501411218779600381e-04,3.069403724997450374e-04,2.119192748899199647e-04,3.115132638363899884e-04
5.343699057616499611e-04,2.038307514365079933e-04,2.323942592412630301e-04,7.741886257813329836e-04,5.640444377054548708e-04,6.024673437658120169e-04,4.748096778723899752e-04,2.075986968999999748e-03,7.406031888117239025e-04,5.149511772357119295e-04,3.761274817033300280e-04,2.567461130503500308e-04,1.006141909997041806e-03,5.474214847488449893e-04,3.599811135804869698e-04,3.586720605236789344e-04,2.679875174235210426e-04,6.565903544260479454e-04,5.782710439979339787e-04,3.980261069967000204e-04,5.088526185292479610e-04,4.262542260596480399e-04,4.540767537305230171e-04,5.090959776200760286e-04,3.736247133578469949e-04,3.949003593972569672e-04,5.016763713059280063e-04,6.088073970340179136e-04,7.326579159700080147e-04,3.943149954525179885e-04,5.347484434390280478e-04,3.333039529776600182e-04,2.873121728890560070e-04,5.147376532529140307e-04,6.973320401525799888e-04,4.896166794644579061e-04,2.235450383042239845e-04,6.035537945487610403e-04,3.156550068283639639e-04,3.610008165276450240e-04,4.011702145259339733e-04,4.645681576804519758e-04,5.746827423260699418e-04,5.776276759393559647e-04,5.569334423023840786e-04,2.045029914012960065e-04,3.383471953292759926e-04,3.209815905323159949e-04,5.842145287605199615e-04,3.868599388462199817e-04,4.406808425769400111e-04,3.832391777742150075e-04,2.887589698204400088e-04,6.724877724678957882e-04,1.883531881016310228e-04,3.777880807340639607e-04,5.139398702736900672e-04,6.597821578960009949e-04,2.279606125135500046e-04,3.358665376597440235e-04,2.922095413777539672e-04,3.401202715463139885e-04,3.455619519445660148e-04,9.222731694190000259e-04,3.678951960427379519e-04,2.955740648858550435e-04,3.144843280557999931e-04,6.335627358576881004e-04,2.846010777954959513e-04,5.275647805640800662e-04,5.879140828396850179e-04,4.811350347949459980e-04,4.606209646411799953e-04,3.404988494102580642e-04,2.274477093213569739e-04,3.522207156639920291e-04,4.134832605224160029e-04,5.001364343076920068e-04,3.449628398657700106e-04,6.006125119897909922e-04,3.991210558259049909e-04,7.587181874972701197e-04,2.209781607674060177e-04,6.631033241089320318e-04,4.083553945576560811e-04,3.428181596575680329e-04,6.890035287165240021e-04,3.499166434608389485e-04,6.115031368498219507e-04
2.584302738261000094e-04,1.094306314371359912e-04,1.770702323777400265e-04,5.279876709454919262e-04,2.592233730013859577e-04,3.025342206440399047e-04,3.436788146244300172e-04,7.406031888117239025e-04,1.099718243999999855e-03,3.104094826610399763e-04,3.882044804408400101e-04,1.219902657485579954e-04,5.803137489945119727e-04,3.831869750970060017e-04,2.461931829426300313e-04,2.048877215925299560e-04,1.881166727903280057e-04,3.645522992949119627e-04,2.707333369270739664e-04,2.975781159701999714e-04,3.132694459668479490e-04,3.011738498759279994e-04,3.057192812497439580e-04,2.096672133800879826e-04,3.500055777146699604e-04,2.538950544248879575e-04,3.532923994657079670e-04,3.792981302653199334e-04,4.118858884511998890e-04,2.331981293825159847e-04,4.289874278551679930e-04,3.665024584880399554e-04,1.455970606185599987e-04,3.414973237195679840e-04,3.933848580625800141e-04,4.252768092410639015e-04,1.125323096426879678e-04,3.993236404435860070e-04,1.016900289607319894e-04,3.277036606536000126e-04,3.070028685904079447e-04,3.301133383187639971e-04,4.366344370863239292e-04,3.406363775462699188e-04,3.620200075887359072e-04,1.787444272891439763e-04,3.965062386745439702e-04,1.093603709087639990e-04,4.595075037708239423e-04,2.270565277120799557e-04,3.255639711461399727e-04,2.440680076135199846e-04,2.691920511664199715e-04,3.975307271971199007e-04,1.507564327330979895e-04,3.155189981957280437e-04,3.618291454221599719e-04,4.326361923089279741e-04,2.292641698053599780e-04,2.908491777072180068e-04,6.062832200653799362e-05,2.333634686810879665e-04,2.392182309235199426e-04,4.535215003930799689e-04,1.256577084666839932e-04,1.208880207591299957e-04,1.680478069117199763e-04,3.609739607152559395e-04,1.305862309123199721e-04,4.008017598898800239e-04,2.583177270055619663e-04,4.887647366359439052e-04,2.425856485713360100e-04,3.756742830419580303e-04,2.217180202105679813e-04,1.766841175284359895e-04,2.127892795832399806e-04,3.241546368840000198e-04,1.936684184515919565e-04,3.619757245130639668e-04,2.953366628965799602e-04,5.405126592242520548e-04,9.080485472406599906e-05,4.265616580642079951e-04,4.033566707330159544e-04,2.166682310296559838e-04,6.493148286124860369e-04,2.637723677647499767e-04,5.378568631768499515e-04
4.583999090173999946e-04,2.608867167544960284e-04,2.923448263632400347e-04,3.040537296567119878e-04,4.668983029043759399e-04,5.181031964583999051e-04,2.799992053530000265e-04,5.149511772357119295e-04,3.104094826610399763e-04,1.541033535999999839e-03,2.271525420281600091e-04,1.334904522003360118e-04,3.946279622310480835e-04,3.449123563670399972e-04,1.622197460947839766e-04,1.853970068702639475e-04,1.134110166403759962e-04,3.161528753151999788e-04,5.409531077700959574e-04,2.691472551222000211e-04,2.953623424783359693e-04,4.045684596270240018e-04,3.679905364509920319e-04,2.764181481204080375e-04,2.555171151786400359e-04,2.390166584030959762e-04,3.917075299725279215e-04,2.163036264431839940e-04,9.129415561284478847e-04,2.666189529319679683e-04,1.403261741452479974e-04,2.957851937426400016e-04,2.720284649053439905e-04,6.347578648935998892e-04,2.261711086213040087e-04,2.744137910514559374e-04,2.836104012618240102e-04,5.647305680150401094e-04,2.753743424253919658e-04,2.447984944188000191e-04,2.005755518415039808e-04,3.378260548163199411e-04,2.655333076818239550e-04,4.945580936158799987e-04,3.826674504712639698e-04,2.171132912571840132e-04,2.173542366947280057e-04,2.837925616637439934e-04,3.555703368134399711e-04,2.864783149199999664e-04,2.396590981136799718e-04,2.774691288700799948e-04,2.400606171180000141e-04,3.426017745870719414e-04,7.013110281480801475e-05,2.873998589414400321e-04,4.072205979704800649e-04,3.609170507673360143e-04,2.378221842544799740e-04,3.529385713133279326e-04,3.405615536683360262e-04,2.992825576935600053e-04,2.011736074230399739e-04,3.713004382024000108e-04,2.963876486655840354e-04,2.556803936408400218e-04,1.796291307592319715e-04,4.267237225931679728e-04,2.211000890058240130e-04,5.281129941984400063e-04,3.155676275925039490e-04,2.086342804912799643e-04,3.810586675172480020e-04,2.698820681263840258e-04,3.061572191173439960e-04,4.022750818675680158e-04,2.197302866872960123e-04,3.703639147979679723e-04,3.983917244640479438e-04,5.399902186621040063e-04,3.744231640875600843e-04,1.974189844186559795e-04,2.432613679147120026e-04,1.550286396603840213e-04,1.780286188873919878e-04,2.129581561648800079e-04,2.388221472392000242e-04,3.520261599647519688e-04,1.875619571732479855e-04
