1.866931264000000305e-03,9.780835333228960794e-04,1.332806919598000144e-03,1.373147987653375876e-03,1.004411203332240127e-03,1.634526361722848367e-03,1.369889381713159998e-03,1.237401951733728238e-03,8.786767951832641799e-04,1.468511710845960255e-03,1.152287987049936246e-03,1.185926233971160062e-03,8.189331518276479890e-04,1.372817758242303931e-03,8.521550573492880270e-04,7.170825672204479825e-04,8.963524721131199734e-04,1.172754171947248134e-03,1.189894199387520101e-03,1.424401409200000109e-03,1.237296224868704095e-03,8.858420716710401627e-04,1.332686110030000112e-03,1.514839203618048016e-03,1.619122336578560127e-03,6.052599799487998677e-04,1.401768497312040141e-03,4.085496350950080721e-04,8.390749547389440280e-04,8.052361843722240578e-04,8.155824494180881649e-04
9.780835333228960794e-04,1.620706564000000101e-03,1.040574231940739891e-03,1.030966826989375982e-03,1.295994341431050065e-03,1.133969652581642016e-03,1.079539471473120113e-03,1.014341258505215915e-03,9.243632765610600632e-04,1.066336362381660246e-03,8.138358458620560199e-04,1.018974460460329986e-03,1.088408074249496002e-03,1.138911919631136046e-03,8.050860535017300606e-04,6.718178422584720685e-04,6.295958330229601196e-04,1.032853544367334005e-03,1.331726477287919781e-03,1.042871412600000292e-03,1.013204268880608071e-03,8.280924299207360548e-04,1.067612268435000041e-03,1.199916775260336053e-03,1.341631723081199981e-03,6.401882273202000751e-04,1.148661766364034121e-03,3.736121281592040609e-04,7.997103341218400304e-04,7.922946065748122163e-04,7.170958773774021265e-04
1.332806919598000144e-03,1.040574231940739891e-03,1.709160963999999767e-03,1.405366711945279764e-03,9.658596219982498992e-04,1.545240806729619980e-03,1.402403521656101978e-03,1.283122580423208016e-03,1.109655128888459991e-03,1.443179721080033737e-03,1.121428721603483832e-03,1.117967621165009929e-03,8.679556398993479261e-04,1.426806489917535874e-03,8.852693306603160199e-04,7.916485032499678961e-04,8.150067256430398605e-04,1.189869403367343733e-03,1.260783815038439646e-03,1.494800626899999915e-03,1.285019863362535852e-03,9.441995303995520282e-04,1.404976346724999894e-03,1.537039450430889879e-03,1.693564561172050068e-03,5.683035840488999922e-04,1.455953709619500162e-03,4.283768015314479366e-04,9.218821891006557688e-04,8.895490075358039074e-04,8.680198365837880686e-04
1.373147987653375876e-03,1.030966826989375982e-03,1.405366711945279764e-03,2.015650815999999682e-03,1.176172186128000017e-03,1.714328960976064121e-03,1.559746369255872282e-03,1.435886935613951698e-03,1.228337283031487922e-03,1.528437194644223810e-03,1.175507957979071835e-03,1.357370488029600126e-03,9.950324620579199981e-04,1.492771509465599857e-03,8.787012545707200426e-04,8.415052202269438734e-04,9.978682195756799662e-04,1.351631636177439777e-03,1.405121076501119736e-03,1.798688651199999849e-03,1.443558935417087923e-03,1.022663806094336074e-03,1.699581853599999850e-03,1.823615323757472222e-03,1.766670903807199787e-03,6.450032619503999606e-04,1.520625806768640233e-03,4.873984668527040084e-04,9.624337834567679457e-04,9.497775971059198947e-04,9.161227735971840414e-04
1.004411203332240127e-03,1.295994341431050065e-03,9.658596219982498992e-04,1.176172186128000017e-03,4.775501025000000038e-03,1.267012808107005010e-03,1.211638247179289965e-03,1.156230492701399923e-03,1.172838705495659987e-03,1.055049289523549844e-03,7.048940596474500284e-04,1.466110207348874902e-03,1.146533002148819895e-03,1.251413177190239959e-03,8.391430377539999983e-04,7.339909367489399301e-04,8.423612548398001082e-04,1.188864874033185000e-03,2.254110439279949796e-03,1.067634242250000039e-03,9.825372055703399544e-04,7.118613953311201011e-04,1.297188311015624830e-03,1.178267883500085144e-03,1.378807618391625139e-03,5.478975965789999484e-04,1.297516214586150142e-03,4.164799425085199958e-04,6.421173813961199729e-04,8.780033210741101457e-04,6.323860479827850354e-04
1.634526361722848367e-03,1.133969652581642016e-03,1.545240806729619980e-03,1.714328960976064121e-03,1.267012808107005010e-03,2.880576241000000481e-03,1.741421996814871039e-03,1.555526989989276104e-03,1.238824413388212248e-03,1.860058182693137899e-03,1.478066900549876959e-03,1.425230872802220024e-03,9.731347365019280861e-04,1.704280980348608140e-03,9.722900216213099973e-04,9.071053045540199795e-04,1.233271695884339929e-03,1.419720215221550183e-03,1.579079164632120162e-03,1.807118671300000099e-03,1.612345645363263968e-03,1.169920799776928136e-03,1.753738165587500003e-03,1.919265037251849035e-03,1.941410867300420251e-03,7.245470278237498962e-04,1.735151848319799271e-03,6.786020396025090355e-04,1.111526357187736036e-03,1.074295954086168211e-03,1.015838773425577950e-03
1.369889381713159998e-03,1.079539471473120113e-03,1.402403521656101978e-03,1.559746369255872282e-03,1.211638247179289965e-03,1.741421996814871039e-03,2.172771768999999954e-03,1.460623811517779928e-03,1.142656532684309997e-03,1.726531645920227794e-03,1.375897346712063197e-03,1.332054462864124900e-03,1.071672552206255841e-03,1.608236087691520145e-03,1.032432522694881095e-03,8.995797825061320084e-04,1.039236895596900049e-03,1.339102338675395021e-03,1.470396157980540224e-03,1.698554413500000205e-03,1.513896593177836095e-03,1.083044754156960209e-03,1.571638314220624982e-03,1.787233142229318218e-03,1.794169304812044934e-03,8.255078280067499252e-04,1.790637042477191991e-03,6.360283677278300279e-04,1.038519167081648114e-03,9.949703628794161550e-04,1.026772370290982136e-03
1.237401951733728238e-03,1.014341258505215915e-03,1.283122580423208016e-03,1.435886935613951698e-03,1.156230492701399923e-03,1.555526989989276104e-03,1.460623811517779928e-03,2.069522063999999599e-03,1.271082564345383994e-03,1.376531772863759818e-03,1.275633298426607836e-03,1.306366717413780069e-03,1.004011586408688067e-03,1.467523035388607717e-03,9.456202945523878951e-04,8.435581161490078410e-04,8.894121431227199623e-04,1.280948219315688075e-03,1.301498051435999882e-03,1.450064323800000091e-03,1.485479182526640123e-03,1.011665130827903982e-03,1.667292860242499753e-03,1.552688302927859865e-03,1.616144704543799734e-03,6.302885915645999385e-04,1.478529157511951960e-03,5.239583522199841225e-04,1.008000651601247783e-03,9.367167000763440988e-04,9.466108746638279836e-04
8.786767951832641799e-04,9.243632765610600632e-04,1.109655128888459991e-03,1.228337283031487922e-03,1.172838705495659987e-03,1.238824413388212248e-03,1.142656532684309997e-03,1.271082564345383994e-03,2.876605956000000044e-03,1.055908402449011983e-03,1.016805971377476251e-03,1.022970924588690114e-03,8.688320736775679990e-04,1.229429932900511814e-03,8.959154108965199917e-04,7.139921625083520346e-04,8.387645490655200277e-04,1.160017061483069887e-03,1.182774989678939863e-03,1.238803269900000262e-03,1.139253879146543986e-03,7.072157117047680065e-04,1.267366995194999998e-03,1.212014310559710083e-03,1.287261946638779998e-03,4.522405417865999790e-04,1.203498119485116140e-03,4.788469728790440381e-04,8.236052336416800450e-04,7.094132085652919825e-04,8.236323706757581317e-04
1.468511710845960255e-03,1.066336362381660246e-03,1.443179721080033737e-03,1.528437194644223810e-03,1.055049289523549844e-03,1.860058182693137899e-03,1.726531645920227794e-03,1.376531772863759818e-03,1.055908402449011983e-03,2.201767929000000065e-03,1.466337423324986892e-03,1.219261104550335099e-03,1.014173731957385919e-03,1.598699737637999810e-03,9.769447702324168988e-04,9.710840357763478011e-04,1.042875359765460010e-03,1.303853142311558804e-03,1.453081092149789916e-03,1.700803904099999807e-03,1.488442094243915817e-03,1.106107744428720110e-03,1.518402003119999994e-03,1.867411029978500829e-03,1.792124202771269801e-03,6.135826995481498706e-04,1.652047162081524004e-03,6.786994841599170748e-04,1.074314155847903851e-03,9.776343000104999615e-04,9.883553523095910120e-04
